start,end,linkid,volume,lanename
202401161600,202401161700,Link11_14_1,676,Link1_B_in
202401161700,202401161800,Link11_14_1,956,Link1_B_in
202401161800,202401161900,Link11_14_1,803,Link1_B_in
202401161900,202401162000,Link11_14_1,489,Link1_B_in
202401160700,202401160800,Link11_1_14,656,Link1_B_out
202401160800,202401160900,Link11_1_14,883,Link1_B_out
202401160900,202401161000,Link11_1_14,598,Link1_B_out
202401161000,202401161100,Link11_1_14,593,Link1_B_out
202401161100,202401161200,Link11_1_14,538,Link1_B_out
202401161200,202401161300,Link11_1_14,485,Link1_B_out
202401161300,202401161400,Link11_1_14,601,Link1_B_out
202401161400,202401161500,Link11_1_14,516,Link1_B_out
202401161500,202401161600,Link11_1_14,560,Link1_B_out
202401161600,202401161700,Link11_1_14,606,Link1_B_out
202401161700,202401161800,Link11_1_14,617,Link1_B_out
202401161800,202401161900,Link11_1_14,603,Link1_B_out
202401161900,202401162000,Link11_1_14,421,Link1_B_out
202401160700,202401160800,Link10_2_13,429,Link1_C_in
202401160800,202401160900,Link10_2_13,318,Link1_C_in
202401160900,202401161000,Link10_2_13,376,Link1_C_in
202401161000,202401161100,Link10_2_13,401,Link1_C_in
202401161100,202401161200,Link10_2_13,378,Link1_C_in
202401161200,202401161300,Link10_2_13,383,Link1_C_in
202401161300,202401161400,Link10_2_13,391,Link1_C_in
202401161400,202401161500,Link10_2_13,392,Link1_C_in
202401161500,202401161600,Link10_2_13,374,Link1_C_in
202401161600,202401161700,Link10_2_13,420,Link1_C_in
202401161700,202401161800,Link10_2_13,431,Link1_C_in
202401161800,202401161900,Link10_2_13,477,Link1_C_in
202401161900,202401162000,Link10_2_13,358,Link1_C_in
202401160700,202401160800,Link10_13_2,532,Link1_C_out
202401160800,202401160900,Link10_13_2,530,Link1_C_out
202401160900,202401161000,Link10_13_2,480,Link1_C_out
202401161000,202401161100,Link10_13_2,468,Link1_C_out
202401161100,202401161200,Link10_13_2,420,Link1_C_out
202401161200,202401161300,Link10_13_2,432,Link1_C_out
202401161300,202401161400,Link10_13_2,384,Link1_C_out
202401161400,202401161500,Link10_13_2,383,Link1_C_out
202401161500,202401161600,Link10_13_2,437,Link1_C_out
202401161600,202401161700,Link10_13_2,496,Link1_C_out
202401161700,202401161800,Link10_13_2,556,Link1_C_out
202401161800,202401161900,Link10_13_2,524,Link1_C_out
202401161900,202401162000,Link10_13_2,362,Link1_C_out
202401160700,202401160800,Link9_12_2,295,Link1_D_in
202401160800,202401160900,Link9_12_2,376,Link1_D_in
202401160900,202401161000,Link9_12_2,224,Link1_D_in
202401161000,202401161100,Link9_12_2,181,Link1_D_in
202401161100,202401161200,Link9_12_2,162,Link1_D_in
202401161200,202401161300,Link9_12_2,199,Link1_D_in
202401161300,202401161400,Link9_12_2,176,Link1_D_in
202401161400,202401161500,Link9_12_2,225,Link1_D_in
202401161500,202401161600,Link9_12_2,244,Link1_D_in
202401161600,202401161700,Link9_12_2,288,Link1_D_in
202401161700,202401161800,Link9_12_2,293,Link1_D_in
202401161800,202401161900,Link9_12_2,340,Link1_D_in
202401161900,202401162000,Link9_12_2,277,Link1_D_in
202401160700,202401160800,Link9_2_12,302,Link1_D_out
202401160800,202401160900,Link9_2_12,347,Link1_D_out
202401160900,202401161000,Link9_2_12,234,Link1_D_out
202401161000,202401161100,Link9_2_12,252,Link1_D_out
202401161100,202401161200,Link9_2_12,246,Link1_D_out
202401161200,202401161300,Link9_2_12,223,Link1_D_out
202401161300,202401161400,Link9_2_12,234,Link1_D_out
202401161400,202401161500,Link9_2_12,232,Link1_D_out
202401161500,202401161600,Link9_2_12,269,Link1_D_out
202401161600,202401161700,Link9_2_12,309,Link1_D_out
202401161700,202401161800,Link9_2_12,342,Link1_D_out
202401161800,202401161900,Link9_2_12,308,Link1_D_out
202401161900,202401162000,Link9_2_12,202,Link1_D_out
202401160700,202401160800,Link6_11_1,791,Link1_E_in
202401160800,202401160900,Link6_11_1,818,Link1_E_in
202401160900,202401161000,Link6_11_1,774,Link1_E_in
202401161000,202401161100,Link6_11_1,804,Link1_E_in
202401161100,202401161200,Link6_11_1,713,Link1_E_in
202401161200,202401161300,Link6_11_1,676,Link1_E_in
202401161300,202401161400,Link6_11_1,771,Link1_E_in
202401161400,202401161500,Link6_11_1,649,Link1_E_in
202401161500,202401161600,Link6_11_1,731,Link1_E_in
202401161600,202401161700,Link6_11_1,806,Link1_E_in
202401161700,202401161800,Link6_11_1,796,Link1_E_in
202401161800,202401161900,Link6_11_1,802,Link1_E_in
202401161900,202401162000,Link6_11_1,579,Link1_E_in
202401160700,202401160800,Link6_1_11,983,Link1_E_out
202401160800,202401160900,Link6_1_11,895,Link1_E_out
202401160900,202401161000,Link6_1_11,950,Link1_E_out
202401161000,202401161100,Link6_1_11,880,Link1_E_out
202401161100,202401161200,Link6_1_11,863,Link1_E_out
202401161200,202401161300,Link6_1_11,815,Link1_E_out
202401161300,202401161400,Link6_1_11,808,Link1_E_out
202401161400,202401161500,Link6_1_11,876,Link1_E_out
202401161500,202401161600,Link6_1_11,841,Link1_E_out
202401161600,202401161700,Link6_1_11,940,Link1_E_out
202401161700,202401161800,Link6_1_11,1197,Link1_E_out
202401161800,202401161900,Link6_1_11,1097,Link1_E_out
202401161900,202401162000,Link6_1_11,734,Link1_E_out
202401160700,202401160800,Link20_21_4,809,Link2_A_in
202401160800,202401160900,Link20_21_4,960,Link2_A_in
202401160900,202401161000,Link20_21_4,850,Link2_A_in
202401161000,202401161100,Link20_21_4,939,Link2_A_in
202401161100,202401161200,Link20_21_4,949,Link2_A_in
202401161200,202401161300,Link20_21_4,867,Link2_A_in
202401161300,202401161400,Link20_21_4,821,Link2_A_in
202401161400,202401161500,Link20_21_4,796,Link2_A_in
202401161500,202401161600,Link20_21_4,850,Link2_A_in
202401161600,202401161700,Link20_21_4,1155,Link2_A_in
202401161700,202401161800,Link20_21_4,1166,Link2_A_in
202401161800,202401161900,Link20_21_4,895,Link2_A_in
202401161900,202401162000,Link20_21_4,686,Link2_A_in
202401160700,202401160800,Link20_4_21,1120,Link2_A_out
202401160800,202401160900,Link20_4_21,1043,Link2_A_out
202401160900,202401161000,Link20_4_21,1055,Link2_A_out
202401161000,202401161100,Link20_4_21,926,Link2_A_out
202401161100,202401161200,Link20_4_21,907,Link2_A_out
202401161200,202401161300,Link20_4_21,939,Link2_A_out
202401161300,202401161400,Link20_4_21,981,Link2_A_out
202401161400,202401161500,Link20_4_21,870,Link2_A_out
202401161500,202401161600,Link20_4_21,992,Link2_A_out
202401161600,202401161700,Link20_4_21,1006,Link2_A_out
202401161700,202401161800,Link20_4_21,1022,Link2_A_out
202401161800,202401161900,Link20_4_21,1029,Link2_A_out
202401161900,202401162000,Link20_4_21,805,Link2_A_out
202401160700,202401160800,Link19_20_4,381,Link2_B_in
202401160800,202401160900,Link19_20_4,446,Link2_B_in
202401160900,202401161000,Link19_20_4,330,Link2_B_in
202401161000,202401161100,Link19_20_4,240,Link2_B_in
202401161100,202401161200,Link19_20_4,329,Link2_B_in
202401161200,202401161300,Link19_20_4,257,Link2_B_in
202401161300,202401161400,Link19_20_4,322,Link2_B_in
202401161400,202401161500,Link19_20_4,336,Link2_B_in
202401161500,202401161600,Link19_20_4,332,Link2_B_in
202401161600,202401161700,Link19_20_4,355,Link2_B_in
202401161700,202401161800,Link19_20_4,482,Link2_B_in
202401161800,202401161900,Link19_20_4,397,Link2_B_in
202401161900,202401162000,Link19_20_4,245,Link2_B_in
202401160700,202401160800,Link19_4_20,373,Link2_B_out
202401160800,202401160900,Link19_4_20,560,Link2_B_out
202401160900,202401161000,Link19_4_20,386,Link2_B_out
202401161000,202401161100,Link19_4_20,435,Link2_B_out
202401161100,202401161200,Link19_4_20,334,Link2_B_out
202401161200,202401161300,Link19_4_20,296,Link2_B_out
202401161300,202401161400,Link19_4_20,368,Link2_B_out
202401161400,202401161500,Link19_4_20,355,Link2_B_out
202401161500,202401161600,Link19_4_20,356,Link2_B_out
202401161600,202401161700,Link19_4_20,455,Link2_B_out
202401161700,202401161800,Link19_4_20,432,Link2_B_out
202401161800,202401161900,Link19_4_20,404,Link2_B_out
202401161900,202401162000,Link19_4_20,159,Link2_B_out
202401160700,202401160800,Link17_19_4,899,Link2_C_in
202401160800,202401160900,Link17_19_4,838,Link2_C_in
202401160900,202401161000,Link17_19_4,928,Link2_C_in
202401161000,202401161100,Link17_19_4,807,Link2_C_in
202401161100,202401161200,Link17_19_4,773,Link2_C_in
202401161200,202401161300,Link17_19_4,749,Link2_C_in
202401161300,202401161400,Link17_19_4,776,Link2_C_in
202401161400,202401161500,Link17_19_4,706,Link2_C_in
202401161500,202401161600,Link17_19_4,809,Link2_C_in
202401161600,202401161700,Link17_19_4,827,Link2_C_in
202401161700,202401161800,Link17_19_4,936,Link2_C_in
202401161800,202401161900,Link17_19_4,902,Link2_C_in
202401161900,202401162000,Link17_19_4,633,Link2_C_in
202401160700,202401160800,Link17_4_19,642,Link2_C_out
202401160800,202401160900,Link17_4_19,692,Link2_C_out
202401160900,202401161000,Link17_4_19,602,Link2_C_out
202401161000,202401161100,Link17_4_19,586,Link2_C_out
202401161100,202401161200,Link17_4_19,632,Link2_C_out
202401161200,202401161300,Link17_4_19,634,Link2_C_out
202401161300,202401161400,Link17_4_19,603,Link2_C_out
202401161400,202401161500,Link17_4_19,537,Link2_C_out
202401161500,202401161600,Link17_4_19,565,Link2_C_out
202401161600,202401161700,Link17_4_19,726,Link2_C_out
202401161700,202401161800,Link17_4_19,728,Link2_C_out
202401161800,202401161900,Link17_4_19,657,Link2_C_out
202401161900,202401162000,Link17_4_19,466,Link2_C_out
202401160700,202401160800,Link21_22_4,672,Link2_D_in
202401160800,202401160900,Link21_22_4,821,Link2_D_in
202401160900,202401161000,Link21_22_4,567,Link2_D_in
202401161000,202401161100,Link21_22_4,598,Link2_D_in
202401161100,202401161200,Link21_22_4,492,Link2_D_in
202401161200,202401161300,Link21_22_4,526,Link2_D_in
202401161300,202401161400,Link21_22_4,580,Link2_D_in
202401161400,202401161500,Link21_22_4,507,Link2_D_in
202401161500,202401161600,Link21_22_4,535,Link2_D_in
202401161600,202401161700,Link21_22_4,605,Link2_D_in
202401161700,202401161800,Link21_22_4,579,Link2_D_in
202401161800,202401161900,Link21_22_4,613,Link2_D_in
202401161900,202401162000,Link21_22_4,373,Link2_D_in
202401160700,202401160800,Link21_4_22,626,Link2_D_out
202401160800,202401160900,Link21_4_22,770,Link2_D_out
202401160900,202401161000,Link21_4_22,632,Link2_D_out
202401161000,202401161100,Link21_4_22,637,Link2_D_out
202401161100,202401161200,Link21_4_22,670,Link2_D_out
202401161200,202401161300,Link21_4_22,530,Link2_D_out
202401161300,202401161400,Link21_4_22,547,Link2_D_out
202401161400,202401161500,Link21_4_22,583,Link2_D_out
202401161500,202401161600,Link21_4_22,613,Link2_D_out
202401161600,202401161700,Link21_4_22,755,Link2_D_out
202401161700,202401161800,Link21_4_22,981,Link2_D_out
202401161800,202401161900,Link21_4_22,717,Link2_D_out
202401161900,202401162000,Link21_4_22,507,Link2_D_out
202401160700,202401160800,Link26_26_5,653,Link4_A_in
202401160800,202401160900,Link26_26_5,728,Link4_A_in
202401160900,202401161000,Link26_26_5,584,Link4_A_in
202401161000,202401161100,Link26_26_5,572,Link4_A_in
202401161100,202401161200,Link26_26_5,621,Link4_A_in
202401161200,202401161300,Link26_26_5,610,Link4_A_in
202401161300,202401161400,Link26_26_5,593,Link4_A_in
202401161400,202401161500,Link26_26_5,572,Link4_A_in
202401161500,202401161600,Link26_26_5,564,Link4_A_in
202401161600,202401161700,Link26_26_5,635,Link4_A_in
202401161700,202401161800,Link26_26_5,650,Link4_A_in
202401161800,202401161900,Link26_26_5,638,Link4_A_in
202401161900,202401162000,Link26_26_5,454,Link4_A_in
202401160700,202401160800,Link26_5_26,909,Link4_A_out
202401160800,202401160900,Link26_5_26,920,Link4_A_out
202401160900,202401161000,Link26_5_26,892,Link4_A_out
202401161000,202401161100,Link26_5_26,831,Link4_A_out
202401161100,202401161200,Link26_5_26,757,Link4_A_out
202401161200,202401161300,Link26_5_26,825,Link4_A_out
202401161300,202401161400,Link26_5_26,856,Link4_A_out
202401161400,202401161500,Link26_5_26,793,Link4_A_out
202401161500,202401161600,Link26_5_26,783,Link4_A_out
202401161600,202401161700,Link26_5_26,824,Link4_A_out
202401161700,202401161800,Link26_5_26,905,Link4_A_out
202401161800,202401161900,Link26_5_26,909,Link4_A_out
202401161900,202401162000,Link26_5_26,715,Link4_A_out
202401160700,202401160800,Link25_5_25,822,Link4_B_in
202401160800,202401160900,Link25_5_25,796,Link4_B_in
202401160900,202401161000,Link25_5_25,966,Link4_B_in
202401161000,202401161100,Link25_5_25,854,Link4_B_in
202401161100,202401161200,Link25_5_25,745,Link4_B_in
202401161200,202401161300,Link25_5_25,821,Link4_B_in
202401161300,202401161400,Link25_5_25,808,Link4_B_in
202401161400,202401161500,Link25_5_25,925,Link4_B_in
202401161500,202401161600,Link25_5_25,853,Link4_B_in
202401161600,202401161700,Link25_5_25,864,Link4_B_in
202401161700,202401161800,Link25_5_25,847,Link4_B_in
202401161800,202401161900,Link25_5_25,825,Link4_B_in
202401161900,202401162000,Link25_5_25,763,Link4_B_in
202401160700,202401160800,Link25_25_5,990,Link4_B_out
202401160800,202401160900,Link25_25_5,1021,Link4_B_out
202401160900,202401161000,Link25_25_5,789,Link4_B_out
202401161000,202401161100,Link25_25_5,802,Link4_B_out
202401161100,202401161200,Link25_25_5,789,Link4_B_out
202401161200,202401161300,Link25_25_5,807,Link4_B_out
202401161300,202401161400,Link25_25_5,725,Link4_B_out
202401161400,202401161500,Link25_25_5,722,Link4_B_out
202401161500,202401161600,Link25_25_5,725,Link4_B_out
202401161600,202401161700,Link25_25_5,834,Link4_B_out
202401161700,202401161800,Link25_25_5,996,Link4_B_out
202401161800,202401161900,Link25_25_5,898,Link4_B_out
202401161900,202401162000,Link25_25_5,575,Link4_B_out
202401160700,202401160800,Link24_24_5,911,Link4_C_in
202401160800,202401160900,Link24_24_5,941,Link4_C_in
202401160900,202401161000,Link24_24_5,800,Link4_C_in
202401161000,202401161100,Link24_24_5,741,Link4_C_in
202401161100,202401161200,Link24_24_5,678,Link4_C_in
202401161200,202401161300,Link24_24_5,725,Link4_C_in
202401161300,202401161400,Link24_24_5,771,Link4_C_in
202401161400,202401161500,Link24_24_5,726,Link4_C_in
202401161500,202401161600,Link24_24_5,706,Link4_C_in
202401161600,202401161700,Link24_24_5,725,Link4_C_in
202401161700,202401161800,Link24_24_5,822,Link4_C_in
202401161800,202401161900,Link24_24_5,831,Link4_C_in
202401161900,202401162000,Link24_24_5,637,Link4_C_in
202401160700,202401160800,Link24_5_24,640,Link4_C_out
202401160800,202401160900,Link24_5_24,747,Link4_C_out
202401160900,202401161000,Link24_5_24,727,Link4_C_out
202401161000,202401161100,Link24_5_24,612,Link4_C_out
202401161100,202401161200,Link24_5_24,619,Link4_C_out
202401161200,202401161300,Link24_5_24,609,Link4_C_out
202401161300,202401161400,Link24_5_24,592,Link4_C_out
202401161400,202401161500,Link24_5_24,699,Link4_C_out
202401161500,202401161600,Link24_5_24,643,Link4_C_out
202401161600,202401161700,Link24_5_24,640,Link4_C_out
202401161700,202401161800,Link24_5_24,668,Link4_C_out
202401161800,202401161900,Link24_5_24,632,Link4_C_out
202401161900,202401162000,Link24_5_24,488,Link4_C_out
202401160700,202401160800,Link22_23_5,627,Link4_D_in
202401160800,202401160900,Link22_23_5,664,Link4_D_in
202401160900,202401161000,Link22_23_5,514,Link4_D_in
202401161000,202401161100,Link22_23_5,519,Link4_D_in
202401161100,202401161200,Link22_23_5,514,Link4_D_in
202401161200,202401161300,Link22_23_5,522,Link4_D_in
202401161300,202401161400,Link22_23_5,433,Link4_D_in
202401161400,202401161500,Link22_23_5,467,Link4_D_in
202401161500,202401161600,Link22_23_5,493,Link4_D_in
202401161600,202401161700,Link22_23_5,536,Link4_D_in
202401161700,202401161800,Link22_23_5,728,Link4_D_in
202401161800,202401161900,Link22_23_5,595,Link4_D_in
202401161900,202401162000,Link22_23_5,345,Link4_D_in
202401160700,202401160800,Link22_5_23,474,Link4_D_out
202401160800,202401160900,Link22_5_23,441,Link4_D_out
202401160900,202401161000,Link22_5_23,456,Link4_D_out
202401161000,202401161100,Link22_5_23,441,Link4_D_out
202401161100,202401161200,Link22_5_23,393,Link4_D_out
202401161200,202401161300,Link22_5_23,437,Link4_D_out
202401161300,202401161400,Link22_5_23,432,Link4_D_out
202401161400,202401161500,Link22_5_23,476,Link4_D_out
202401161500,202401161600,Link22_5_23,465,Link4_D_out
202401161600,202401161700,Link22_5_23,462,Link4_D_out
202401161700,202401161800,Link22_5_23,478,Link4_D_out
202401161800,202401161900,Link22_5_23,450,Link4_D_out
202401161900,202401162000,Link22_5_23,421,Link4_D_out
202401160700,202401160800,Link30_29_6,562,Link7_A_in
202401160800,202401160900,Link30_29_6,662,Link7_A_in
202401160900,202401161000,Link30_29_6,505,Link7_A_in
202401161000,202401161100,Link30_29_6,328,Link7_A_in
202401161100,202401161200,Link30_29_6,396,Link7_A_in
202401161200,202401161300,Link30_29_6,299,Link7_A_in
202401161300,202401161400,Link30_29_6,412,Link7_A_in
202401161400,202401161500,Link30_29_6,375,Link7_A_in
202401161500,202401161600,Link30_29_6,443,Link7_A_in
202401161600,202401161700,Link30_29_6,460,Link7_A_in
202401161700,202401161800,Link30_29_6,677,Link7_A_in
202401161800,202401161900,Link30_29_6,411,Link7_A_in
202401161900,202401162000,Link30_29_6,288,Link7_A_in
202401160700,202401160800,Link30_6_29,341,Link7_A_out
202401160800,202401160900,Link30_6_29,398,Link7_A_out
202401160900,202401161000,Link30_6_29,376,Link7_A_out
202401161000,202401161100,Link30_6_29,321,Link7_A_out
202401161100,202401161200,Link30_6_29,288,Link7_A_out
202401161200,202401161300,Link30_6_29,257,Link7_A_out
202401161300,202401161400,Link30_6_29,320,Link7_A_out
202401161400,202401161500,Link30_6_29,361,Link7_A_out
202401161500,202401161600,Link30_6_29,325,Link7_A_out
202401161600,202401161700,Link30_6_29,434,Link7_A_out
202401161700,202401161800,Link30_6_29,560,Link7_A_out
202401161800,202401161900,Link30_6_29,548,Link7_A_out
202401161900,202401162000,Link30_6_29,287,Link7_A_out
202401160700,202401160800,Link29_28_6,552,Link7_B_in
202401160800,202401160900,Link29_28_6,638,Link7_B_in
202401160900,202401161000,Link29_28_6,400,Link7_B_in
202401161000,202401161100,Link29_28_6,322,Link7_B_in
202401161100,202401161200,Link29_28_6,343,Link7_B_in
202401161200,202401161300,Link29_28_6,298,Link7_B_in
202401161300,202401161400,Link29_28_6,307,Link7_B_in
202401161400,202401161500,Link29_28_6,334,Link7_B_in
202401161500,202401161600,Link29_28_6,367,Link7_B_in
202401161600,202401161700,Link29_28_6,381,Link7_B_in
202401161700,202401161800,Link29_28_6,504,Link7_B_in
202401161800,202401161900,Link29_28_6,341,Link7_B_in
202401161900,202401162000,Link29_28_6,226,Link7_B_in
202401160700,202401160800,Link29_6_28,265,Link7_B_out
202401160800,202401160900,Link29_6_28,370,Link7_B_out
202401160900,202401161000,Link29_6_28,450,Link7_B_out
202401161000,202401161100,Link29_6_28,310,Link7_B_out
202401161100,202401161200,Link29_6_28,290,Link7_B_out
202401161200,202401161300,Link29_6_28,282,Link7_B_out
202401161300,202401161400,Link29_6_28,358,Link7_B_out
202401161400,202401161500,Link29_6_28,359,Link7_B_out
202401161500,202401161600,Link29_6_28,287,Link7_B_out
202401161600,202401161700,Link29_6_28,434,Link7_B_out
202401161700,202401161800,Link29_6_28,409,Link7_B_out
202401161800,202401161900,Link29_6_28,491,Link7_B_out
202401161900,202401162000,Link29_6_28,251,Link7_B_out
202401160700,202401160800,Link27_27_6,297,Link7_C_in
202401160800,202401160900,Link27_27_6,417,Link7_C_in
202401160900,202401161000,Link27_27_6,290,Link7_C_in
202401161000,202401161100,Link27_27_6,307,Link7_C_in
202401161100,202401161200,Link27_27_6,298,Link7_C_in
202401161200,202401161300,Link27_27_6,262,Link7_C_in
202401161300,202401161400,Link27_27_6,272,Link7_C_in
202401161400,202401161500,Link27_27_6,328,Link7_C_in
202401161500,202401161600,Link27_27_6,287,Link7_C_in
202401161600,202401161700,Link27_27_6,336,Link7_C_in
202401161700,202401161800,Link27_27_6,352,Link7_C_in
202401161800,202401161900,Link27_27_6,308,Link7_C_in
202401161900,202401162000,Link27_27_6,176,Link7_C_in
202401160700,202401160800,Link27_6_27,200,Link7_C_out
202401160800,202401160900,Link27_6_27,298,Link7_C_out
202401160900,202401161000,Link27_6_27,306,Link7_C_out
202401161000,202401161100,Link27_6_27,208,Link7_C_out
202401161100,202401161200,Link27_6_27,277,Link7_C_out
202401161200,202401161300,Link27_6_27,186,Link7_C_out
202401161300,202401161400,Link27_6_27,249,Link7_C_out
202401161400,202401161500,Link27_6_27,248,Link7_C_out
202401161500,202401161600,Link27_6_27,249,Link7_C_out
202401161600,202401161700,Link27_6_27,254,Link7_C_out
202401161700,202401161800,Link27_6_27,285,Link7_C_out
202401161800,202401161900,Link27_6_27,264,Link7_C_out
202401161900,202401162000,Link27_6_27,171,Link7_C_out
202401160700,202401160800,Link16_18_3,296,Link10_A_in
202401160800,202401160900,Link16_18_3,311,Link10_A_in
202401160900,202401161000,Link16_18_3,228,Link10_A_in
202401161000,202401161100,Link16_18_3,256,Link10_A_in
202401161100,202401161200,Link16_18_3,233,Link10_A_in
202401161200,202401161300,Link16_18_3,207,Link10_A_in
202401161300,202401161400,Link16_18_3,209,Link10_A_in
202401161400,202401161500,Link16_18_3,225,Link10_A_in
202401161500,202401161600,Link16_18_3,257,Link10_A_in
202401161600,202401161700,Link16_18_3,290,Link10_A_in
202401161700,202401161800,Link16_18_3,351,Link10_A_in
202401161800,202401161900,Link16_18_3,288,Link10_A_in
202401161900,202401162000,Link16_18_3,206,Link10_A_in
202401160700,202401160800,Link16_3_18,288,Link10_A_out
202401160800,202401160900,Link16_3_18,348,Link10_A_out
202401160900,202401161000,Link16_3_18,209,Link10_A_out
202401161000,202401161100,Link16_3_18,162,Link10_A_out
202401161100,202401161200,Link16_3_18,156,Link10_A_out
202401161200,202401161300,Link16_3_18,181,Link10_A_out
202401161300,202401161400,Link16_3_18,214,Link10_A_out
202401161400,202401161500,Link16_3_18,212,Link10_A_out
202401161500,202401161600,Link16_3_18,241,Link10_A_out
202401161600,202401161700,Link16_3_18,290,Link10_A_out
202401161700,202401161800,Link16_3_18,299,Link10_A_out
202401161800,202401161900,Link16_3_18,297,Link10_A_out
202401161900,202401162000,Link16_3_18,239,Link10_A_out
202401160700,202401160800,Link15_17_3,352,Link10_B_in
202401160800,202401160900,Link15_17_3,363,Link10_B_in
202401160900,202401161000,Link15_17_3,313,Link10_B_in
202401161000,202401161100,Link15_17_3,271,Link10_B_in
202401161100,202401161200,Link15_17_3,266,Link10_B_in
202401161200,202401161300,Link15_17_3,249,Link10_B_in
202401161300,202401161400,Link15_17_3,258,Link10_B_in
202401161400,202401161500,Link15_17_3,282,Link10_B_in
202401161500,202401161600,Link15_17_3,305,Link10_B_in
202401161600,202401161700,Link15_17_3,349,Link10_B_in
202401161700,202401161800,Link15_17_3,357,Link10_B_in
202401161800,202401161900,Link15_17_3,327,Link10_B_in
202401161900,202401162000,Link15_17_3,272,Link10_B_in
202401160700,202401160800,Link15_3_17,463,Link10_B_out
202401160800,202401160900,Link15_3_17,557,Link10_B_out
202401160900,202401161000,Link15_3_17,369,Link10_B_out
202401161000,202401161100,Link15_3_17,334,Link10_B_out
202401161100,202401161200,Link15_3_17,330,Link10_B_out
202401161200,202401161300,Link15_3_17,297,Link10_B_out
202401161300,202401161400,Link15_3_17,312,Link10_B_out
202401161400,202401161500,Link15_3_17,338,Link10_B_out
202401161500,202401161600,Link15_3_17,342,Link10_B_out
202401161600,202401161700,Link15_3_17,439,Link10_B_out
202401161700,202401161800,Link15_3_17,468,Link10_B_out
202401161800,202401161900,Link15_3_17,387,Link10_B_out
202401161900,202401162000,Link15_3_17,289,Link10_B_out
202401160700,202401160800,Link12_3_15,33,Link10_C_in
202401160800,202401160900,Link12_3_15,56,Link10_C_in
202401160900,202401161000,Link12_3_15,49,Link10_C_in
202401161000,202401161100,Link12_3_15,63,Link10_C_in
202401161100,202401161200,Link12_3_15,53,Link10_C_in
202401161200,202401161300,Link12_3_15,58,Link10_C_in
202401161300,202401161400,Link12_3_15,59,Link10_C_in
202401161400,202401161500,Link12_3_15,60,Link10_C_in
202401161500,202401161600,Link12_3_15,55,Link10_C_in
202401161600,202401161700,Link12_3_15,68,Link10_C_in
202401161700,202401161800,Link12_3_15,67,Link10_C_in
202401161800,202401161900,Link12_3_15,52,Link10_C_in
202401161900,202401162000,Link12_3_15,50,Link10_C_in
202401160700,202401160800,Link12_15_3,223,Link10_C_out
202401160800,202401160900,Link12_15_3,133,Link10_C_out
202401160900,202401161000,Link12_15_3,104,Link10_C_out
202401161000,202401161100,Link12_15_3,99,Link10_C_out
202401161100,202401161200,Link12_15_3,100,Link10_C_out
202401161200,202401161300,Link12_15_3,103,Link10_C_out
202401161300,202401161400,Link12_15_3,106,Link10_C_out
202401161400,202401161500,Link12_15_3,89,Link10_C_out
202401161500,202401161600,Link12_15_3,114,Link10_C_out
202401161600,202401161700,Link12_15_3,193,Link10_C_out
202401161700,202401161800,Link12_15_3,170,Link10_C_out
202401161800,202401161900,Link12_15_3,182,Link10_C_out
202401161900,202401162000,Link12_15_3,140,Link10_C_out
202401160700,202401160800,Link14_16_3,581,Link10_D_in
202401160800,202401160900,Link14_16_3,589,Link10_D_in
202401160900,202401161000,Link14_16_3,391,Link10_D_in
202401161000,202401161100,Link14_16_3,324,Link10_D_in
